#	3	21062019
# IP CIDR	IP range	CtryWhoCode	ASN	Uncert	Latitude	Longitude	WhoCntry	Org
# Begin IPv6 private address space
2001:1608::/48	2001:1608::-2001:1608:0:ffff:ffff:ffff:ffff:ffff	0x3900101a	31400	70.0	48.782320	9.177020	de	IP-Routing by Accelerated IT Services GmbH
2001:1610::/48	2001:1610::-2001:1610:0:ffff:ffff:ffff:ffff:ffff	0x850023f4	9008	70.0	49.611670	6.130000	lu	Visual Online S.A.
2001:1618::/64	2001:1618::-2001:1618::ffff:ffff:ffff:ffff	0x0f0019ec	15702	70.0	48.208490	16.372080	at	Provider Local Registry Block
2001:1620::/30	2001:1620::-2001:1623:ffff:ffff:ffff:ffff:ffff:ffff	0x2c0010c9	13030	70.0	47.500000	8.750000	ch	Init7
2001:1630::/48	2001:1630::-2001:1630:0:ffff:ffff:ffff:ffff:ffff	0xc3001ff2	28847	70.0	61.303730	17.059210	se	Teknikpark Soderhamn
2001:1638::/32	2001:1638::-2001:1638:ffff:ffff:ffff:ffff:ffff:ffff	0x3900012b	31400	70.0	50.115520	8.684170	de	Accelerated IT Services & Consulting GmbH
2001:1640::/48	2001:1640::-2001:1640:0:ffff:ffff:ffff:ffff:ffff	0x390013ef	25394	70.0	49.833330	6.466670	de	MK Netzdienste GmbH & Co. KG
2001:1650::/32	2001:1650::-2001:1650:ffff:ffff:ffff:ffff:ffff:ffff	0x4b000fad	24776	70.0	48.853410	2.348800	fr	INFOCLIP SA
2001:1658::/29	2001:1658::-2001:165f:ffff:ffff:ffff:ffff:ffff:ffff	0x46000b0a	20931	70.0	60.169520	24.935450	fi	Elisa Oyj
2001:1660::/32	2001:1660::-2001:1660:ffff:ffff:ffff:ffff:ffff:ffff	0xc3001334	25417	70.0	61.828830	16.091260	se	Ljusdals Elnat AB
2001:1668::/32	2001:1668::-2001:1668:ffff:ffff:ffff:ffff:ffff:ffff	0x4b00200a	12600	70.0	48.853410	2.348800	fr	Telecity SAS PARIS
2001:1670::/32	2001:1670::-2001:1670:ffff:ffff:ffff:ffff:ffff:ffff	0xaa0017f3	28885	70.0	22.690570	58.533370	om	Oman Telecommunications Company
2001:1678::/32	2001:1678::-2001:1678:ffff:ffff:ffff:ffff:ffff:ffff	0x6e000525	20745	70.0	44.802660	10.328980	it	CNIT Italian National Consortium for Telecommunications
2001:1680::/48	2001:1680::-2001:1680:0:ffff:ffff:ffff:ffff:ffff	0x2c001de0	9044	70.0	47.366670	8.550000	ch	SolNet Switzerland
2001:1688::/32	2001:1688::-2001:1688:ffff:ffff:ffff:ffff:ffff:ffff	0xc6001f45	3212	70.0	46.506900	16.015700	si	TELEMACH
2001:1690::/32	2001:1690::-2001:1690:ffff:ffff:ffff:ffff:ffff:ffff	0xa40019c5	20847	70.0	52.374030	4.889690	nl	Previder B.V.
2001:1698::/32	2001:1698::-2001:1698:ffff:ffff:ffff:ffff:ffff:ffff	0x85001f51	34683	70.0	49.611670	6.130000	lu	TELKEA TELECOM SA
2001:16a0::/32	2001:16a0::-2001:16a0:ffff:ffff:ffff:ffff:ffff:ffff	0xbf001cd4	25019	70.0	30.499870	38.216030	sa	Saudinet
2001:16a8::/32	2001:16a8::-2001:16a8:ffff:ffff:ffff:ffff:ffff:ffff	0x6e001a9d	12533	70.0	41.894740	12.483900	it	RMnet S.R.L.
2001:16b0::/32	2001:16b0::-2001:16b0:ffff:ffff:ffff:ffff:ffff:ffff	0xb10016d6	12741	70.0	52.229770	21.011780	pl	Netia SA
2001:16b8::/32	2001:16b8::-2001:16b8:ffff:ffff:ffff:ffff:ffff:ffff	0x390008f1	8881	70.0	51.514940	7.466000	de	DE-VERSATEL-20031229
2001:16c0::/64	2001:16c0::-2001:16c0::ffff:ffff:ffff:ffff	0x6c00191b	31732	70.0	35.952100	50.607500	ir	Parsun IPv6 block route object
2001:16d0::/32	2001:16d0::-2001:16d0:ffff:ffff:ffff:ffff:ffff:ffff	0x6e00075b	0	70.0	40.357030	18.172020	it	Clio S.R.L
2001:16d8::/48	2001:16d8::-2001:16d8:0:ffff:ffff:ffff:ffff:ffff	0xc300199c	16150	70.0	59.332580	18.064900	se	Port80 AB
2001:16e0::/29	2001:16e0::-2001:16e7:ffff:ffff:ffff:ffff:ffff:ffff	0x39001a3f	12611	70.0	49.015000	12.095560	de	R-KOM Regensburger Telekommunikations GmbH & Co. KG
2001:16e8::/32	2001:16e8::-2001:16e8:ffff:ffff:ffff:ffff:ffff:ffff	0xa40009ac	25542	70.0	52.374030	4.889690	nl	Denit Internet Services
2001:16f0::/48	2001:16f0::-2001:16f0:0:ffff:ffff:ffff:ffff:ffff	0x39000180	49220	70.0	49.794740	8.555540	de	AirIT Services AG
2001:16f8::/64	2001:16f8::-2001:16f8::ffff:ffff:ffff:ffff	0xa400102f	25525	70.0	52.374030	4.889690	nl	IPv6 ReasonNet
2001:1700::/27	2001:1700::-2001:171f:ffff:ffff:ffff:ffff:ffff:ffff	0x2c001eb0	6730	70.0	47.650000	9.183330	ch	Sunrise Communications AG
2001:1800::/32	2001:1800::-2001:1800:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001e17	0	70.0	35.084490	-106.651140	us	Southwest Cyberport
2001:1808::/32	2001:1808::-2001:1808:ffff:ffff:ffff:ffff:ffff:ffff	0x4e0007a4	46650	70.0	12.056440	-61.748490	gd	Columbus Communications Grenada Ltd.
2001:1810::/32	2001:1810::-2001:1810:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001135	0	70.0	26.122310	-80.143380	us	InternetNamesForBusiness.com
2001:1818::/32	2001:1818::-2001:1818:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000505	17263	70.0	35.084490	-106.651140	us	CITYLINK FIBER HOLDINGS
2001:1820::/32	2001:1820::-2001:1820:ffff:ffff:ffff:ffff:ffff:ffff	0xe900202c	12956	70.0	25.774270	-80.193660	us	Telefonica International Wholesale Services USA Inc
2001:1828::/32	2001:1828::-2001:1828:ffff:ffff:ffff:ffff:ffff:ffff	0xe90025b4	10297	70.0	39.961180	-82.998790	us	eNET Inc.
2001:1830::/32	2001:1830::-2001:1830:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001ae9	0	70.0	38.968720	-77.341100	us	RealConnect
2001:1838::/32	2001:1838::-2001:1838:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001d24	0	70.0	41.850030	-87.650050	us	Server Central Network
2001:1840::/32	2001:1840::-2001:1840:ffff:ffff:ffff:ffff:ffff:ffff	0xe900207d	0	70.0	41.850030	-87.650050	us	The Boeing Company
2001:1848::/32	2001:1848::-2001:1848:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001079	0	70.0	39.801720	-89.643710	us	Illinois Century Network
2001:1850::/32	2001:1850::-2001:1850:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000dc2	32181	70.0	41.850030	-87.650050	us	GigeNET
2001:1860::/32	2001:1860::-2001:1860:ffff:ffff:ffff:ffff:ffff:ffff	0xe90018ed	101	70.0	47.606210	-122.332070	us	Pacific Northwest Gigapop
2001:1868::/32	2001:1868::-2001:1868:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002425	11404	70.0	37.368830	-122.036350	us	WAVE DATA CENTERS
2001:1878::/32	2001:1878::-2001:1878:ffff:ffff:ffff:ffff:ffff:ffff	0xe900135e	0	70.0	34.052230	-118.243680	us	Los Nettos
2001:1888::/32	2001:1888::-2001:1888:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002129	18612	70.0	21.306940	-157.858330	us	Tri-Net Solutions LLC.
2001:1890::/29	2001:1890::-2001:1897:ffff:ffff:ffff:ffff:ffff:ffff	0xe90000f0	0	70.0	40.397222	-74.091389	us	AT&T Services
2001:18a0::/32	2001:18a0::-2001:18a0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001986	23265	70.0	46.064580	-118.343020	us	Pocketinet Communications
2001:18a8::/32	2001:18a8::-2001:18a8:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000b0c	29838	70.0	40.826990	-73.823280	us	Elite Hosts
2001:18b0::/32	2001:18b0::-2001:18b0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001d0e	12282	70.0	44.188890	-72.812500	us	Selectronics Corp.
2001:18b8::/32	2001:18b8::-2001:18b8:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001b11	0	70.0	42.376490	-71.235610	us	Reflected Networks
2001:18c0::/32	2001:18c0::-2001:18c0:ffff:ffff:ffff:ffff:ffff:ffff	0x27000775	11290	70.0	46.350060	-72.549120	ca	Cogeco Communications Holdings
2001:18c8::/32	2001:18c8::-2001:18c8:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002392	0	70.0	44.854690	-93.470790	us	Vector Internet Services
2001:18d8::/32	2001:18d8::-2001:18d8:ffff:ffff:ffff:ffff:ffff:ffff	0xe900079f	0	70.0	40.714270	-74.005970	us	Columbia University
2001:18e0::/32	2001:18e0::-2001:18e0:ffff:ffff:ffff:ffff:ffff:ffff	0xe90015d4	0	70.0	41.763710	-72.685090	us	NETPLEX
2001:18e8::/32	2001:18e8::-2001:18e8:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001098	0	70.0	39.165320	-86.526390	us	Indiana University
2001:18e8::/44	2001:18e8::-2001:18e8:f:ffff:ffff:ffff:ffff:ffff	0xe9001098	87	70.0	39.165320	-86.526390	us	Indiana University
2001:18f0::/32	2001:18f0::-2001:18f0:ffff:ffff:ffff:ffff:ffff:ffff	0x27001126	12059	70.0	43.700110	-79.416300	ca	Internet Light and Power Inc.
2001:18f8::/32	2001:18f8::-2001:18f8:ffff:ffff:ffff:ffff:ffff:ffff	0x27001441	0	70.0	45.411170	-75.698120	ca	Magma Communications Ltd.
2001:1900::/32	2001:1900::-2001:1900:ffff:ffff:ffff:ffff:ffff:ffff	0xe90012f7	0	70.0	39.162000	-84.456890	us	Level 3 Parent
2001:1908::/32	2001:1908::-2001:1908:ffff:ffff:ffff:ffff:ffff:ffff	0xe90024f1	13407	70.0	34.746480	-92.289590	us	Windstream Communications LLC
2001:1910::/32	2001:1910::-2001:1910:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000b89	30653	70.0	42.483333	-71.516667	us	Exobit Networks Inc.
2001:1920::/32	2001:1920::-2001:1920:ffff:ffff:ffff:ffff:ffff:ffff	0x27001d4c	0	70.0	45.411170	-75.698120	ca	Shared Services Canada
2001:1928::/32	2001:1928::-2001:1928:ffff:ffff:ffff:ffff:ffff:ffff	0x27000a3e	0	70.0	43.871110	-79.437250	ca	E. I. Catalyst
2001:1930::/32	2001:1930::-2001:1930:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001dc8	0	70.0	39.290380	-76.612190	us	Social Security Administration
2001:1938::/32	2001:1938::-2001:1938:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000edc	0	70.0	32.783060	-96.806670	us	Highwinds Network Group
2001:1940::/32	2001:1940::-2001:1940:ffff:ffff:ffff:ffff:ffff:ffff	0xe90003df	21947	70.0	46.872150	-113.994000	us	Blackfoot Telephone Cooperative
2001:1948::/32	2001:1948::-2001:1948:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002301	0	70.0	40.760780	-111.891050	us	Utah Education Network
2001:1950::/32	2001:1950::-2001:1950:ffff:ffff:ffff:ffff:ffff:ffff	0xe900143f	0	70.0	43.150000	-75.621110	us	Madison-Oneida BOCES
2001:1958::/32	2001:1958::-2001:1958:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000ea7	0	70.0	21.306940	-157.858330	us	Hawaii Online
2001:1960::/32	2001:1960::-2001:1960:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000cc7	5650	70.0	43.154780	-77.615560	us	Frontier Communications
2001:1968::/32	2001:1968::-2001:1968:ffff:ffff:ffff:ffff:ffff:ffff	0xe90024f1	7260	70.0	34.746480	-92.289590	us	Windstream Communications LLC
2001:1970::/32	2001:1970::-2001:1970:ffff:ffff:ffff:ffff:ffff:ffff	0x27001011	7992	70.0	43.386210	-79.837130	ca	IP Network Service
2001:1978::/32	2001:1978::-2001:1978:ffff:ffff:ffff:ffff:ffff:ffff	0x27000776	0	70.0	43.700110	-79.416300	ca	Cogeco Peer 1
2001:1980::/32	2001:1980::-2001:1980:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000274	29838	70.0	40.857880	-74.425990	us	Atlantic Metro Communications II
2001:1988::/32	2001:1988::-2001:1988:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001740	0	70.0	37.339390	-121.894960	us	Nextweb
2001:1990::/32	2001:1990::-2001:1990:ffff:ffff:ffff:ffff:ffff:ffff	0xe90012d8	25864	70.0	33.669460	-117.823110	us	Latisys-Irvine
2001:1998::/32	2001:1998::-2001:1998:ffff:ffff:ffff:ffff:ffff:ffff	0xe90006c7	0	70.0	33.749000	-84.387980	us	Charter Communications Inc
2001:19a0::/32	2001:19a0::-2001:19a0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002084	0	70.0	40.650100	-73.949580	us	The City of New York
2001:19a8::/32	2001:19a8::-2001:19a8:ffff:ffff:ffff:ffff:ffff:ffff	0x2700175a	0	70.0	45.411170	-75.698120	ca	Nortel Networks
2001:19b0::/32	2001:19b0::-2001:19b0:ffff:ffff:ffff:ffff:ffff:ffff	0xe90024f1	13407	70.0	34.746480	-92.289590	us	Windstream Communications LLC
2001:19b8::/32	2001:19b8::-2001:19b8:ffff:ffff:ffff:ffff:ffff:ffff	0xe90020e2	30340	70.0	38.627270	-90.197890	us	TierPoint
2001:19c0::/32	2001:19c0::-2001:19c0:ffff:ffff:ffff:ffff:ffff:ffff	0x27000de7	36666	70.0	45.508840	-73.587810	ca	GloboTech Communications
2001:19c8::/32	2001:19c8::-2001:19c8:ffff:ffff:ffff:ffff:ffff:ffff	0xe900200e	0	70.0	34.228060	-118.535830	us	Telecom Evolutions
2001:19d0::/32	2001:19d0::-2001:19d0:ffff:ffff:ffff:ffff:ffff:ffff	0xe90010a4	0	70.0	45.487060	-122.803710	us	Infinity Internet
2001:19e0::/32	2001:19e0::-2001:19e0:ffff:ffff:ffff:ffff:ffff:ffff	0xe9000ac4	14302	70.0	43.073050	-89.401230	us	Eagle Network Systems LLC
2001:19e0::/36	2001:19e0::-2001:19e0:fff:ffff:ffff:ffff:ffff:ffff	0xe900143b	5683	70.0	43.073050	-89.401230	us	Mad City Broadband
2001:19e8::/32	2001:19e8::-2001:19e8:ffff:ffff:ffff:ffff:ffff:ffff	0xe9002176	0	70.0	38.895110	-77.036370	us	U. S. Department of Transportation
2001:19f0::/32	2001:19f0::-2001:19f0:ffff:ffff:ffff:ffff:ffff:ffff	0xe90006e2	20473	70.0	40.414830	-74.229590	us	Choopa
2001:19f8::/32	2001:19f8::-2001:19f8:ffff:ffff:ffff:ffff:ffff:ffff	0xe9001088	0	70.0	34.420830	-119.698190	us	Impulse Internet Services
2001:1a00::/32	2001:1a00::-2001:1a00:ffff:ffff:ffff:ffff:ffff:ffff	0xa4001b21	15412	70.0	51.278330	3.836110	nl	Reliance Globalcom Limited
2001:1a08::/32	2001:1a08::-2001:1a08:ffff:ffff:ffff:ffff:ffff:ffff	0x4d000a95	21371	70.0	51.508530	-0.125740	gb	EQUINIX
2001:1a10::/29	2001:1a10::-2001:1a17:ffff:ffff:ffff:ffff:ffff:ffff	0xb9001818	8781	70.0	25.577440	51.483060	qa	Ooredoo Q.S.C.
2001:1a18::/29	2001:1a18::-2001:1a1f:ffff:ffff:ffff:ffff:ffff:ffff	0x3700229d	0	70.0	35.166670	33.366670	cy	University of Cyprus
2001:1a20::/32	2001:1a20::-2001:1a20:ffff:ffff:ffff:ffff:ffff:ffff	0x4d0020ea	8607	70.0	51.508530	-0.125740	gb	Timico Limited
2001:1a28::/32	2001:1a28::-2001:1a28:ffff:ffff:ffff:ffff:ffff:ffff	0x3900202a	12638	70.0	48.137430	11.575490	de	Telefonica Germany GmbH & Co.OHG
2001:1a30::/48	2001:1a30::-2001:1a30:0:ffff:ffff:ffff:ffff:ffff	0x390025a6	29488	70.0	48.782320	9.177020	de	ccn - corporate communication networks GmbH
2001:1a38::/48	2001:1a38::-2001:1a38:0:ffff:ffff:ffff:ffff:ffff	0x6e0025d3	34081	70.0	46.574320	11.667480	it	incubatec network
2001:1a40::/32	2001:1a40::-2001:1a40:ffff:ffff:ffff:ffff:ffff:ffff	0x1a000362	5416	70.0	26.154720	50.620560	bh	Bahrain Telecommunications Company
2001:1a48::/32	2001:1a48::-2001:1a48:ffff:ffff:ffff:ffff:ffff:ffff	0x380004b6	25512	70.0	50.209230	15.832770	cz	CD-Telematika a.s.
2001:1a50::/48	2001:1a50::-2001:1a50:0:ffff:ffff:ffff:ffff:ffff	0x390025f6	25560	70.0	50.115520	8.684170	de	rh-tec Business GmbH
2001:1a58::/32	2001:1a58::-2001:1a58:ffff:ffff:ffff:ffff:ffff:ffff	0x43001c92	0	70.0	41.656060	-0.877340	es	SYSTEM ONE NOC & DEVELOPMENT SOLUTION S.A.
2001:1a60::/32	2001:1a60::-2001:1a60:ffff:ffff:ffff:ffff:ffff:ffff	0x6e0005fc	2594	70.0	45.070490	7.686820	it	CSI Piemonte
2001:1a68::/32	2001:1a68::-2001:1a68:ffff:ffff:ffff:ffff:ffff:ffff	0xb10000fc	15694	70.0	52.229770	21.011780	pl	ATM S.A.
2001:1a70::/48	2001:1a70::-2001:1a70:0:ffff:ffff:ffff:ffff:ffff	0x970022af	12046	70.0	35.930600	14.476400	mt	University of Malta
2001:1a78::/48	2001:1a78::-2001:1a78:0:ffff:ffff:ffff:ffff:ffff	0x390001da	12888	70.0	48.306030	11.906860	de	Amadeus Global Operations Pilot
2001:1a88::/48	2001:1a88::-2001:1a88:0:ffff:ffff:ffff:ffff:ffff	0x2c000c68	15600	70.0	47.125450	7.240330	ch	Finecom Telecommunications AG
2001:1a90::/48	2001:1a90::-2001:1a90:0:ffff:ffff:ffff:ffff:ffff	0x4d000d0a	8851	70.0	51.508530	-0.125740	gb	GCICOM-INFRA2
2001:1a98::/29	2001:1a98::-2001:1a9f:ffff:ffff:ffff:ffff:ffff:ffff	0x6d001d7c	6677	70.0	64.135480	-21.895410	is	Siminn hf
2001:1aa0::/29	2001:1aa0::-2001:1aa7:ffff:ffff:ffff:ffff:ffff:ffff	0x64001150	12301	70.0	47.461810	18.958450	hu	Invitech Megoldasok Zrt.
2001:1aa8::/32	2001:1aa8::-2001:1aa8:ffff:ffff:ffff:ffff:ffff:ffff	0xa4000690	24642	70.0	51.922500	4.479170	nl	Caveo Internet BV
2001:1ab0::/32	2001:1ab0::-2001:1ab0:ffff:ffff:ffff:ffff:ffff:ffff	0x38001077	29134	70.0	50.088040	14.420760	cz	Ignum s.r.o.
2001:1ab8::/32	2001:1ab8::-2001:1ab8:ffff:ffff:ffff:ffff:ffff:ffff	0x84000366	15440	70.0	54.689160	25.279800	lt	Baltneta IPv6
2001:1ac0::/48	2001:1ac0::-2001:1ac0:0:ffff:ffff:ffff:ffff:ffff	0x6e0013ed	16004	70.0	45.464270	9.189510	it	MIX-1
2001:1ac8::/56	2001:1ac8::-2001:1ac8:0:ff:ffff:ffff:ffff:ffff	0x19001540	12716	70.0	42.697510	23.324150	bg	Mobiltel EAD
2001:1ad0::/48	2001:1ad0::-2001:1ad0:0:ffff:ffff:ffff:ffff:ffff	0x0f0015d3	24953	-1.0	666.000000	666.000000	at	NETPLANET IPv6 Network
2001:1ad8::/32	2001:1ad8::-2001:1ad8:ffff:ffff:ffff:ffff:ffff:ffff	0xa5001019	31283	70.0	59.912730	10.746090	no	IP-Only Networks AS
2001:1ae0::/32	2001:1ae0::-2001:1ae0:ffff:ffff:ffff:ffff:ffff:ffff	0x19000b77	8262	70.0	42.697510	23.324150	bg	Evolink AD
2001:1ae8::/29	2001:1ae8::-2001:1aef:ffff:ffff:ffff:ffff:ffff:ffff	0x38001eea	13036	70.0	50.088040	14.420760	cz	T-Mobile Czech Republic a.s.
2001:1af0::/29	2001:1af0::-2001:1af7:ffff:ffff:ffff:ffff:ffff:ffff	0x62001040	13046	70.0	45.814440	15.977980	hr	ISKON INTERNET d.d. za informatiku i telekomunikacije
2001:1af8::/32	2001:1af8::-2001:1af8:ffff:ffff:ffff:ffff:ffff:ffff	0xa40012e8	60781	70.0	52.374030	4.889690	nl	LeaseWeb Netherlands B.V.
2001:1b00::/32	2001:1b00::-2001:1b00:ffff:ffff:ffff:ffff:ffff:ffff	0xbd00188b	20597	70.0	55.752220	37.615560	ru	PJSC Vimpelcom
2001:1b08::/32	2001:1b08::-2001:1b08:ffff:ffff:ffff:ffff:ffff:ffff	0x4b001b92	20900	70.0	43.600000	2.250000	fr	SAEM Intermediasud
2001:1b10::/48	2001:1b10::-2001:1b10:0:ffff:ffff:ffff:ffff:ffff	0x39000f52	29259	70.0	48.064890	11.663270	de	IABG Teleport GmbH
2001:1b18::/32	2001:1b18::-2001:1b18:ffff:ffff:ffff:ffff:ffff:ffff	0x39002153	21385	70.0	48.280380	11.576840	de	Trusted Network GmbH
2001:1b28::/32	2001:1b28::-2001:1b28:ffff:ffff:ffff:ffff:ffff:ffff	0x400000d7	8728	70.0	59.436960	24.753530	ee	AS INFONET
2001:1b30::/48	2001:1b30::-2001:1b30:0:ffff:ffff:ffff:ffff:ffff	0x3900189c	20783	70.0	53.575320	10.015340	de	POP-HH.NET
2001:1b38::/29	2001:1b38::-2001:1b3f:ffff:ffff:ffff:ffff:ffff:ffff	0x4b001efc	8554	70.0	43.622222	7.050000	fr	TAS France
2001:1b40::/48	2001:1b40::-2001:1b40:0:ffff:ffff:ffff:ffff:ffff	0x4d001153	20860	70.0	51.508530	-0.125740	gb	Iomart Hosting Ltd
2001:1b48::/29	2001:1b48::-2001:1b4f:ffff:ffff:ffff:ffff:ffff:ffff	0x4b002584	8218	70.0	48.853410	2.348800	fr	Zayo France SAS
2001:1b50::/64	2001:1b50::-2001:1b50::ffff:ffff:ffff:ffff	0x2c001d4b	1836	70.0	47.550740	7.535990	ch	Shared Hosting Services
2001:1b58::/29	2001:1b58::-2001:1b5f:ffff:ffff:ffff:ffff:ffff:ffff	0x4b0015e9	35283	70.0	47.217250	-1.553360	fr	NETWORTH TELECOM SA
2001:1b60::/29	2001:1b60::-2001:1b67:ffff:ffff:ffff:ffff:ffff:ffff	0x3900122e	31103	70.0	49.015000	12.095560	de	Keyweb AG
2001:1b68::/56	2001:1b68::-2001:1b68:0:ff:ffff:ffff:ffff:ffff	0xdf000b62	0	0	39.901374	32.81248	tr	Eser Telekom
2001:1b70::/29	2001:1b70::-2001:1b77:ffff:ffff:ffff:ffff:ffff:ffff	0xc3002025	0	70.0	59.332580	18.064900	se	Telefonaktiebolaget L M Ericsson
2001:1b78::/32	2001:1b78::-2001:1b78:ffff:ffff:ffff:ffff:ffff:ffff	0x4b0017df	28855	70.0	48.853410	2.348800	fr	Octopuce s.a.r.l.
2001:1b80::/29	2001:1b80::-2001:1b87:ffff:ffff:ffff:ffff:ffff:ffff	0xb1001eeb	12912	70.0	52.229770	21.011780	pl	T-Mobile Polska S.A.
2001:1b88::/32	2001:1b88::-2001:1b88:ffff:ffff:ffff:ffff:ffff:ffff	0x4d002391	0	70.0	51.508530	-0.125740	gb	Vectone Mobile Limited
2001:1b90::/32	2001:1b90::-2001:1b90:ffff:ffff:ffff:ffff:ffff:ffff	0x4d001d9b	25588	70.0	52.481420	-1.899830	gb	Six Degrees Technology Group Limited
2001:1b98::/32	2001:1b98::-2001:1b98:ffff:ffff:ffff:ffff:ffff:ffff	0x0f00259c	51184	70.0	48.208490	16.372080	at	acw / Austria
2001:1ba0::/64	2001:1ba0::-2001:1ba0::ffff:ffff:ffff:ffff	0xc8000d6a	5578	70.0	48.148160	17.106740	sk	GTS Slovakia NET
2001:1ba8::/32	2001:1ba8::-2001:1ba8:ffff:ffff:ffff:ffff:ffff:ffff	0xc3001e86	50821	70.0	59.332580	18.064900	se	Stockholms Stadsnat AB
2001:1bb0::/32	2001:1bb0::-2001:1bb0:ffff:ffff:ffff:ffff:ffff:ffff	0xbd0011a5	8342	70.0	56.009720	92.791670	ru	JSC RTComm.RU
2001:1bb8::/32	2001:1bb8::-2001:1bb8:ffff:ffff:ffff:ffff:ffff:ffff	0x660009f1	31122	70.0	53.343990	-6.267190	ie	Digiweb ltd
2001:1bc0::/48	2001:1bc0::-2001:1bc0:0:ffff:ffff:ffff:ffff:ffff	0x390019d3	29686	70.0	48.782320	9.177020	de	Probe Networks european network
2001:1bc8::/29	2001:1bc8::-2001:1bcf:ffff:ffff:ffff:ffff:ffff:ffff	0x46002049	29422	70.0	60.169520	24.935450	fi	Telia Inmics-Nebula Oy
2001:1bd0::/36	2001:1bd0::-2001:1bd0:fff:ffff:ffff:ffff:ffff:ffff	0x6e0025b6	28716	70.0	45.464270	9.189510	it	ePlanet Spa
2001:1bd8::/32	2001:1bd8::-2001:1bd8:ffff:ffff:ffff:ffff:ffff:ffff	0x66001eae	15533	70.0	53.282780	-6.472780	ie	Sungard Availability Services
2001:1be0::/32	2001:1be0::-2001:1be0:ffff:ffff:ffff:ffff:ffff:ffff	0x4d0000eb	2686	70.0	51.508530	-0.125740	gb	AT&T Global Network Services Nederland B.V.
2001:1be8::/32	2001:1be8::-2001:1be8:ffff:ffff:ffff:ffff:ffff:ffff	0xa4002505	0	70.0	52.370250	5.214130	nl	Within Reach Group B.V.
2001:1bf0::/29	2001:1bf0::-2001:1bf7:ffff:ffff:ffff:ffff:ffff:ffff	0x40000b0b	13272	70.0	59.436960	24.753530	ee	Elisa Teleteenused AS
2001:1bf8::/29	2001:1bf8::-2001:1bff:ffff:ffff:ffff:ffff:ffff:ffff	0x86001be7	47814	70.0	56.183330	26.516670	lv	SIA Latnet
2001:1c00::/32	2001:1c00::-2001:1c00:ffff:ffff:ffff:ffff:ffff:ffff	0xa4002572	33915	70.0	52.090830	5.122220	nl	ZIGGO
2001:2000::/20	2001:2000::-2001:2fff:ffff:ffff:ffff:ffff:ffff:ffff	0xa4002047	1299	70.0	52.374030	4.889690	nl	Telia Company AB
2001:200::/32	2001:200::-2001:200:ffff:ffff:ffff:ffff:ffff:ffff	0x7200244b	2500	70.0	35.689506	139.691700	jp	WIDE
2001:208::/32	2001:208::-2001:208:ffff:ffff:ffff:ffff:ffff:ffff	0xc400167f	0	70.0	1.289670	103.850070	sg	National University of Singapore
2001:218::/32	2001:218::-2001:218:ffff:ffff:ffff:ffff:ffff:ffff	0x72001646	0	70.0	35.689506	139.691700	jp	NTT Communications Corporation
2001:220::/32	2001:220::-2001:220:ffff:ffff:ffff:ffff:ffff:ffff	0x7900124b	0	70.0	37.568260	126.977830	kr	Korea Telecom
2001:230::/41	2001:230::-2001:230:7f:ffff:ffff:ffff:ffff:ffff	0x79000b02	0	70.0	37.568260	126.977830	kr	Electronics and Telecommunications Research Institute
2001:238::/32	2001:238::-2001:238:ffff:ffff:ffff:ffff:ffff:ffff	0xe20006e8	0	70.0	25.047760	121.531850	tw	Chunghwa Telecom Co.
2001:240::/32	2001:240::-2001:240:ffff:ffff:ffff:ffff:ffff:ffff	0x72001125	0	70.0	35.689506	139.691700	jp	Internet Initiative Japan Inc.
2001:250::/48	2001:250::-2001:250:0:ffff:ffff:ffff:ffff:ffff	0x310004d1	0	70.0	39.907500	116.397230	cn	CERNET IPv6 Backbone
2001:254::/32	2001:254::-2001:254:ffff:ffff:ffff:ffff:ffff:ffff	0x31000af0	0	70.0	30.293650	120.161420	cn	Educational Technology Center of Zhejiang Province
2001:256::/32	2001:256::-2001:256:ffff:ffff:ffff:ffff:ffff:ffff	0x310004d2	0	70.0	39.907500	116.397230	cn	CERNET center
